"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US17031251000","Census Tract 2510; Cook County; Illinois","1143","423",
"1400000US17031251100","Census Tract 2511; Cook County; Illinois","1179","210",
"1400000US17031251200","Census Tract 2512; Cook County; Illinois","972","247",
"1400000US17031251300","Census Tract 2513; Cook County; Illinois","1160","57",
"1400000US17031251400","Census Tract 2514; Cook County; Illinois","988","207",
"1400000US17031251500","Census Tract 2515; Cook County; Illinois","1153","107",
"1400000US17031251600","Census Tract 2516; Cook County; Illinois","1238","193",
"1400000US17031251700","Census Tract 2517; Cook County; Illinois","1308","90",
"1400000US17031251800","Census Tract 2518; Cook County; Illinois","1303","140",
"1400000US17031251900","Census Tract 2519; Cook County; Illinois","1003","101",
"1400000US17031252000","Census Tract 2520; Cook County; Illinois","1162","107",
"1400000US17031252101","Census Tract 2521.01; Cook County; Illinois","1056","113",
"1400000US17031252102","Census Tract 2521.02; Cook County; Illinois","1319","160",
"1400000US17031252201","Census Tract 2522.01; Cook County; Illinois","1251","138",
"1400000US17031252202","Census Tract 2522.02; Cook County; Illinois","1156","92",
"1400000US17031260100","Census Tract 2601; Cook County; Illinois","491","199",
"1400000US17031260200","Census Tract 2602; Cook County; Illinois","1142","125",
"1400000US17031260300","Census Tract 2603; Cook County; Illinois","994","174",
"1400000US17031260400","Census Tract 2604; Cook County; Illinois","1333","62",
"1400000US17031260500","Census Tract 2605; Cook County; Illinois","1493","206",
"1400000US17031260600","Census Tract 2606; Cook County; Illinois","1372","337",
"1400000US17031260700","Census Tract 2607; Cook County; Illinois","1285","181",
"1400000US17031260800","Census Tract 2608; Cook County; Illinois","1312","184",
"1400000US17031260900","Census Tract 2609; Cook County; Illinois","1255","307",
"1400000US17031261000","Census Tract 2610; Cook County; Illinois","1420","380",
"1400000US17031270500","Census Tract 2705; Cook County; Illinois","928","456",
"1400000US17031271200","Census Tract 2712; Cook County; Illinois","1579","333",
"1400000US17031271300","Census Tract 2713; Cook County; Illinois","833","171",
"1400000US17031271400","Census Tract 2714; Cook County; Illinois","1224","114",
"1400000US17031271500","Census Tract 2715; Cook County; Illinois","1418","240",
"1400000US17031271800","Census Tract 2718; Cook County; Illinois","1744","181",
"1400000US17031280100","Census Tract 2801; Cook County; Illinois","2450","116",
"1400000US17031280400","Census Tract 2804; Cook County; Illinois","986","444",
"1400000US17031280800","Census Tract 2808; Cook County; Illinois","1267","100",
"1400000US17031280900","Census Tract 2809; Cook County; Illinois","558","269",
"1400000US17031281900","Census Tract 2819; Cook County; Illinois","2103","145",
"1400000US17031282700","Census Tract 2827; Cook County; Illinois","2141","82",
"1400000US17031282800","Census Tract 2828; Cook County; Illinois","1769","285",
"1400000US17031283100","Census Tract 2831; Cook County; Illinois","1896","121",
"1400000US17031283200","Census Tract 2832; Cook County; Illinois","1371","386",
"1400000US17031283800","Census Tract 2838; Cook County; Illinois","1256","251",
"1400000US17031290900","Census Tract 2909; Cook County; Illinois","1175","464",
"1400000US17031291200","Census Tract 2912; Cook County; Illinois","1134","182",
"1400000US17031291600","Census Tract 2916; Cook County; Illinois","2119","1029",
"1400000US17031292200","Census Tract 2922; Cook County; Illinois","1134","102",
"1400000US17031292400","Census Tract 2924; Cook County; Illinois","1252","228",
"1400000US17031292500","Census Tract 2925; Cook County; Illinois","1302","204",
"1400000US17031300500","Census Tract 3005; Cook County; Illinois","1194","105",
"1400000US17031300600","Census Tract 3006; Cook County; Illinois","1186","113",
"1400000US17031300700","Census Tract 3007; Cook County; Illinois","863","44",
"1400000US17031300800","Census Tract 3008; Cook County; Illinois","1164","93",
"1400000US17031300900","Census Tract 3009; Cook County; Illinois","928","105",
"1400000US17031301100","Census Tract 3011; Cook County; Illinois","1054","127",
"1400000US17031301200","Census Tract 3012; Cook County; Illinois","1057","166",
"1400000US17031301600","Census Tract 3016; Cook County; Illinois","969","135",
"1400000US17031301701","Census Tract 3017.01; Cook County; Illinois","1104","146",
"1400000US17031301702","Census Tract 3017.02; Cook County; Illinois","894","430",
"1400000US17031301801","Census Tract 3018.01; Cook County; Illinois","1116","312",
"1400000US17031301802","Census Tract 3018.02; Cook County; Illinois","1034","124",
"1400000US17031301803","Census Tract 3018.03; Cook County; Illinois","984","74",
"1400000US17031310200","Census Tract 3102; Cook County; Illinois","1809","206",
"1400000US17031310300","Census Tract 3103; Cook County; Illinois","1264","273",
"1400000US17031310400","Census Tract 3104; Cook County; Illinois","1604","368",
"1400000US17031310500","Census Tract 3105; Cook County; Illinois","1288","322",
"1400000US17031310600","Census Tract 3106; Cook County; Illinois","1517","178",
"1400000US17031310700","Census Tract 3107; Cook County; Illinois","1374","225",
"1400000US17031310800","Census Tract 3108; Cook County; Illinois","1298","124",
"1400000US17031310900","Census Tract 3109; Cook County; Illinois","1366","163",
"1400000US17031320101","Census Tract 3201.01; Cook County; Illinois","2658","164",
